,Unnamed: 0,Geographic Area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
1565,1565,AR,Gillett,40938,81.2,16.1,82.8,15.2,0.3,0.1,1.6
1566,1566,AR,Gillham,35208,80.5,40,82.5,0,0.6,0.6,21.3
1567,1567,AR,Gilmore,24653,47.6,21,22.3,76.6,0,0,1.1
1568,1568,AR,Glenwood,31756,76.3,27.6,80.4,0.2,0.6,0.6,22.1
1569,1569,AR,Goshen,105208,96.3,1.8,95.5,0.1,0.7,1.7,0.9
1570,1570,AR,Gosnell,39583,82.2,22.4,72.9,22,0.4,1,3.5
1571,1571,AR,Gould,16458,77.5,40.6,18.6,78.5,0,0,3
1572,1572,AR,Grady,14479,86.7,40.6,25.8,68.4,0.2,0,3.6
1573,1573,AR,Grannis,40690,74.8,26.5,79.8,1.6,5.2,0,25.6
1574,1574,AR,Gravette,41757,82.2,17.9,89.9,0.6,3.5,0.7,4
1575,1575,AR,Greenbrier,48250,89.4,14.8,94.7,0.8,0.7,0.5,3.4
1576,1576,AR,Green Forest,37981,58.9,29.2,78.2,0.7,0.9,0.7,39
1577,1577,AR,Greenland,55521,91.5,10.6,93.4,1.4,1.7,0.6,3.3
1578,1578,AR,Greenway,40417,62.9,15.4,97.1,0,0,0,0.5
1579,1579,AR,Greenwood,51906,93.6,13.6,93,0.3,2.6,0.8,3.5
1580,1580,AR,Greers Ferry,31810,81.1,13,98.1,0,0.2,0.2,2.6
1581,1581,AR,Griffithville,25625,65.6,39.7,99.1,0.4,0,0,0
1582,1582,AR,Grubbs,37656,78.9,13.1,94.8,0.8,0.5,0,1.3
1583,1583,AR,Guion,28214,65.7,28.6,86,0,0,0,11.6
1584,1584,AR,Gum Springs,25500,91.8,26.2,40.8,53.3,0,0,5
1585,1585,AR,Gurdon,36150,83.1,26.1,50,37.9,0.1,0.1,14.3
1586,1586,AR,Guy,50375,91.1,10.9,97,0.1,0.8,0.7,0.7
1587,1587,AR,Hackett,31696,80.5,26.9,92,0.1,3.4,0.6,0.6
1588,1588,AR,Hagarville,(X),80,28.3,91.5,2.3,0,0,3.9
1589,1589,AR,Hamburg,30563,75.1,31,58.2,30.1,0.7,0.1,13.6
1590,1590,AR,Hampton,26222,81.8,20.6,66.5,29.8,0.1,0,4.2
1591,1591,AR,Hardy,16520,69.2,45.4,94.9,0.5,1.6,0,0.8
1592,1592,AR,Harrell,28438,86.5,25.2,50.8,48.4,0,0,0
1593,1593,AR,Harrisburg,30030,78.5,30.8,95.3,2.1,0.2,0.2,1.6
1594,1594,AR,Harrison,32323,86.5,23.2,96.2,0.3,0.6,0.7,2.2
1595,1595,AR,Hartford,28646,80.1,32.9,94.2,0.6,2.8,0.9,0.5
1596,1596,AR,Hartman,27917,84,26.9,95.6,0.2,0.6,0.6,3.5
1597,1597,AR,Haskell,57331,87.2,14.7,89.7,6.6,0.9,0.4,2.9
1598,1598,AR,Hatfield,20323,76.1,47.7,92.5,0.2,1.7,0,5.6
1599,1599,AR,Havana,41875,85.3,17.2,82.9,0.5,0.8,2.7,22.1
1600,1600,AR,Haynes,30625,86.3,23.4,10.7,89.3,0,0,0
1601,1601,AR,Hazen,34231,76,18.9,77.2,21,0.4,0.1,0.8
1602,1602,AR,Heber Springs,43990,88.3,22.5,95.4,0.4,0.6,0.2,3.7
1603,1603,AR,Hector,38036,70.9,15.3,95.8,0,0.9,0,4.2
1604,1604,AR,Helena-West Helena,22055,77.1,44.2,23.9,74.5,0.3,0.4,1.2
1605,1605,AR,Hensley,(X),56.7,63.3,19.4,75.5,0,0,0
1606,1606,AR,Hickory Ridge,31875,71.6,18,97.8,0,0,0,0.7
1607,1607,AR,Higden,53750,87.3,5.1,97.5,0,1.7,0,0
1608,1608,AR,Higginson,48350,81.5,2.4,89,1.8,0.5,1,7.2
1609,1609,AR,Highfill,49875,87.3,23.8,90.7,1,1.5,0.5,3.3
1610,1610,AR,Highland,40900,86.5,19.6,96.6,0.1,0.8,0,3.3
1611,1611,AR,Hindsville,38750,67.6,0,98.4,0,1.6,0,0
1612,1612,AR,Holiday Island,37944,95.4,18.3,95.7,0.3,1,0.8,2.8
1613,1613,AR,Holland,50089,89.6,14.6,95.9,0.2,0.7,0,2.9
1614,1614,AR,Holly Grove,26696,74.7,35.5,15.3,84.2,0,0,1.2
1615,1615,AR,Hope,24611,67.4,34.1,39,43.3,0.3,0.2,20.8
1616,1616,AR,Horatio,28654,62.3,32.2,72,3.4,2.8,0.1,28.5
1617,1617,AR,Horseshoe Bend,26528,85.5,28.2,96.5,0.1,0.3,0.1,2.9
1618,1618,AR,Horseshoe Lake,30893,81.3,20.2,92.8,3.8,2.4,0,2.7
1619,1619,AR,Hot Springs,29836,85,29.2,75.4,16.8,0.6,0.9,7.5
1620,1620,AR,Hot Springs Village,54936,96.2,4.9,97,1.1,0.2,0.4,1.5
1621,1621,AR,Houston,45500,88.2,9.4,98.8,0,0,0,0.6
1622,1622,AR,Hoxie,27201,82.9,27.5,96.2,0.9,0.3,0,1.5
1623,1623,AR,Hughes,18547,73.3,41.9,23.9,74.2,0.2,0.6,1.1
1624,1624,AR,Humnoke,39844,76.1,15.7,85.6,13,0,0,0
1625,1625,AR,Humphrey,34318,83,11.7,61.9,35.9,0.5,0,1.3
1626,1626,AR,Hunter,20313,71.3,35.4,96.2,0,0,0,1.9
1627,1627,AR,Huntington,26771,71.6,27.4,93.9,0.3,1.1,0.6,2.4
1628,1628,AR,Huntsville,26098,80,31.4,84,0.3,1.3,0.3,17.8
1629,1629,AR,Huttig,30179,82.3,21.4,45.1,51.8,1.2,0,1.2
1630,1630,AR,Imboden,30625,88.9,20.4,97.3,0.7,0,0,1.6
1631,1631,AR,Jacksonport,21250,62.3,22.4,90.1,5.2,1.9,0,1.9
1632,1632,AR,Jacksonville,41006,86,18.7,57.7,32.7,0.6,2.1,6.7
1633,1633,AR,Jasper,24028,79.6,24.1,98.5,0,0.4,0.2,1.1
1634,1634,AR,Jennette,23750,62.7,10.8,6.1,93.9,0,0,0
1635,1635,AR,Jericho,28750,61.8,9.4,1.7,97.5,0,0,0.8
1636,1636,AR,Jerome,(X),67.9,4.1,64.1,0,0,0,35.9
1637,1637,AR,Johnson,47135,82.4,14.8,84,2.8,1,4.5,10.3
1638,1638,AR,Joiner,17250,59.5,45.5,50.3,47.4,0.2,0,2.6
1639,1639,AR,Jonesboro,41688,89.1,23.7,74.7,18.4,0.4,1.5,5.2
1640,1640,AR,Judsonia,27398,66.4,25.7,91.6,2.7,0.6,0.1,6.1
1641,1641,AR,Junction City,45556,80.3,26.5,53.2,46,0,0,0.3
1642,1642,AR,Keiser,32500,78.7,22.7,92.1,5.1,0.4,0.1,1.1
1643,1643,AR,Kensett,26086,55.6,42,70.9,18.3,0.1,0.2,14.3
1644,1644,AR,Keo,41528,80.7,10,77,17.2,0,0,5.5
1645,1645,AR,Kibler,38000,81.7,11.8,92.5,0.3,1.8,2.8,2.6
1646,1646,AR,Kingsland,29038,75.6,32.1,64,32.9,0.2,0.4,1.8
1647,1647,AR,Kirby,33011,81.3,21,96.9,0.1,0.1,0,0.8
1648,1648,AR,Knobel,28333,72.7,35.2,98.3,0,0.3,0,0.7
1649,1649,AR,Knoxville,33889,77.5,22.1,94.1,0.7,1.8,0.4,3.7
1650,1650,AR,Lafe,33438,81.8,21.3,99.3,0,0,0,1.3
1651,1651,AR,LaGrange,18750,53.3,46.7,57.3,40.4,0,0,0
1652,1652,AR,Lake City,37226,81.9,15.2,96.9,0.5,0.2,0,1.7
1653,1653,AR,Lake Hamilton,55427,85.4,13.9,89.4,5.9,0.3,1.5,3
1654,1654,AR,Lakeview,38523,92.7,19.4,98.1,0,0.3,0.5,1.5
1655,1655,AR,Lake View,15956,70.9,47.4,5.4,93.2,0,0,0.9
1656,1656,AR,Lake Village,30486,78.7,36,36.1,60.5,0.1,0.8,2.8
1657,1657,AR,Lamar,35411,75.4,24.2,93.2,0.6,1.1,0.1,4.1
1658,1658,AR,Landmark,40850,85.7,9,79.4,13.5,0.4,0.8,6.9
1659,1659,AR,Lavaca,51667,83.2,15.3,94,0.3,2.3,0.4,2.2
1660,1660,AR,Leachville,38500,77.1,16.1,88.4,0.5,0.5,0.1,12.6
1661,1661,AR,Lead Hill,24250,82.7,37,97,0,1.1,0,2.6
1662,1662,AR,Leola,27250,70.3,32.1,76,1.2,1,0,23.6
1663,1663,AR,Lepanto,24550,76,34.4,80.6,14.8,0.1,0.1,4.3
1664,1664,AR,Leslie,19643,70.4,52.8,96.8,0,0.5,0,2
1665,1665,AR,Letona,32250,77.3,15.9,93.7,1.6,2,0,1.6
1666,1666,AR,Lewisville,21553,76.6,31.5,41.3,55.4,0.2,0,2.9
1667,1667,AR,Lexa,38958,71.2,18.8,71.3,26.9,0,0,2.4
1668,1668,AR,Lincoln,23692,73.1,34.8,91.7,0.5,2,0.9,6.5
1669,1669,AR,Little Flock,44931,91,15.9,80.2,2.5,1.9,4.3,12.3
1670,1670,AR,Little Rock,46085,90.7,17.8,48.9,42.3,0.4,2.7,6.8
1671,1671,AR,Lockesburg,28882,82.7,17.6,89.9,6.6,0.4,0.1,2
1672,1672,AR,London,32390,74.8,30.3,94.9,0.4,0.7,0.9,1.4
1673,1673,AR,Lonoke,43366,84.7,19.4,70.9,25.3,0.2,0.4,3.3
1674,1674,AR,Lonsdale,51250,94.6,0.8,94.7,3.2,0,1.1,0
1675,1675,AR,Lost Bridge Village,74028,93.7,8.7,95.6,0.2,2.5,0.2,0.9
1676,1676,AR,Louann,30000,86.3,22.7,78.7,16.5,0,0,1.2
1677,1677,AR,Lowell,53676,82.6,12.2,77.8,0.9,1.4,2.7,24.7
1678,1678,AR,Luxora,25050,70.7,52.7,34.7,61.2,0.7,0.1,4.6
1679,1679,AR,Lynn,30795,84,29.1,100,0,0,0,3.5
1680,1680,AR,McAlmont,33844,76.1,27.1,17.6,78.6,0.4,0.4,3.5
1681,1681,AR,McCaskill,26250,70.3,22.5,71.9,16.7,1,0,8.3
1682,1682,AR,McCrory,25234,68.6,18.8,81.3,16.9,0.1,0,1
1683,1683,AR,McDougal,31250,74.1,28.2,94.1,0.5,0,0,1.1
1684,1684,AR,McGehee,22963,84.8,39.6,50.5,46.3,0.4,0.4,2.7
1685,1685,AR,McNab,43000,85.3,16.3,32.4,60.3,0,0,5.9
1686,1686,AR,McNeil,20134,86.8,48.2,44.4,54.5,0.2,0,1.7
1687,1687,AR,McRae,31964,74.2,22,94.7,1.2,0.4,0,4
1688,1688,AR,Madison,19602,80,41.8,12.5,83.2,0,0.1,3.4
1689,1689,AR,Magazine,36875,77.5,22.8,96.1,0.4,1.2,0.1,1.8
1690,1690,AR,Magness,26875,78.6,46,97,0,0,0.5,0.5
1691,1691,AR,Magnolia,34163,84.3,31.7,53.9,41.9,0.4,1.2,2.2
1692,1692,AR,Malvern,26667,83.9,27.4,65.1,29.9,0.4,0.4,4.3
1693,1693,AR,Mammoth Spring,25500,84.7,34.7,96.4,0.9,0.5,0.4,0.6
1694,1694,AR,Manila,30114,80.7,32.6,96.4,0.5,0.3,0.1,2.9
1695,1695,AR,Mansfield,40947,82.7,21.6,93,0.1,1.9,0.6,4.3
1696,1696,AR,Marianna,25875,70.6,35.6,20.9,76.6,0.2,0.8,0.7
1697,1697,AR,Marie,(X),54.8,19.6,78.6,15.5,0,0,2.4
1698,1698,AR,Marion,61669,89.3,10.9,68.1,28,0.4,1.5,2
1699,1699,AR,Marked Tree,22674,72.9,34.4,67.3,30.1,0.1,0.1,1.8
1700,1700,AR,Marmaduke,31379,83.4,27.7,97.8,0,0.1,0.1,1.7
1701,1701,AR,Marshall,27216,80.3,21.2,93.8,0.1,1,0.3,4
1702,1702,AR,Marvell,20982,79.4,43.7,35.5,62.4,0.3,0.2,1.1
1703,1703,AR,Maumelle,77574,96.9,6.4,82.9,12.1,0.4,2.3,2.4
1704,1704,AR,Mayflower,42798,81.9,8.5,91.7,5,0.4,0.2,2.4
1705,1705,AR,Maynard,26250,74.3,27.1,97.7,0,0.7,0,0.7
1706,1706,AR,Maysville,-,100,0,82.3,0,5.4,1.5,1.5
1707,1707,AR,Melbourne,31890,86.9,29.4,96.9,0.3,0.9,0.3,1.7
1708,1708,AR,Mena,28509,88.8,18.5,94.4,0.2,1.6,0.8,3.4
1709,1709,AR,Menifee,44167,92.7,15.5,7.3,83.1,0,0,6
1710,1710,AR,Midland,(X),56.5,61.7,94.2,0.3,0.9,0.9,4.9
1711,1711,AR,Midway,24597,81.2,27.4,95.6,0.1,0.9,0.3,3.4
1712,1712,AR,Midway,44107,87.7,10.2,97.9,0,0.3,0.8,0.8
1713,1713,AR,Mineral Springs,33438,80.2,18.9,46.9,45.8,0.2,0.1,12.8
1714,1714,AR,Minturn,30313,67.9,7.6,96.3,0.9,0,0,0
1715,1715,AR,Mitchellville,18393,68.2,34.2,2.8,94.4,0,0,3.6
1716,1716,AR,Monette,49732,81.9,11.1,95.3,0.2,0.3,0,5.7
1717,1717,AR,Monticello,25123,81.6,39.2,60.1,36.4,0.2,0.7,2.3
1718,1718,AR,Montrose,27708,76.4,39.5,31.6,63.8,0.3,0,6.2
1719,1719,AR,Moorefield,46250,91.5,2.5,98.5,0.7,0,0,0.7
1720,1720,AR,Moro,34821,80.8,19.9,93.5,5.6,0,0.9,0.5
1721,1721,AR,Morrilton,27662,80.3,35.2,77.1,15.8,0.7,0.8,6.5
1722,1722,AR,Morrison Bluff,31250,92.1,30.9,93.8,0,1.6,0,6.3
1723,1723,AR,Mountainburg,33125,83.5,15.6,95.6,0,3,0.2,0.5
1724,1724,AR,Mountain Home,33255,88,15.8,96.6,0.3,0.5,0.6,2
1725,1725,AR,Mountain Pine,31333,69.4,25,74.2,20.4,1.2,0.5,3.2
1726,1726,AR,Mountain View,23750,68.6,35.4,97.2,0.2,0.2,0.5,1.4
1727,1727,AR,Mount Ida,38631,83.1,16,95.1,0.1,1.4,0,2.8
1728,1728,AR,Mount Pleasant,32083,87.9,9.7,95.2,2.2,0.7,0.2,0
1729,1729,AR,Mount Vernon,48125,90.5,6.7,94.5,0,0.7,0.7,0
1730,1730,AR,Mulberry,27229,82.5,30,96.3,0.7,1.7,0.1,2
1731,1731,AR,Murfreesboro,26724,77.6,30.3,88.7,7.6,0.4,0.4,1.8
1732,1732,AR,Nashville,29874,71.2,34.1,56.1,30.9,0.4,1.5,16.4
1733,1733,AR,Natural Steps,58854,97.7,3,94.1,3.8,0.7,0.5,1.4
1734,1734,AR,Newark,34306,76.5,31.2,95.2,1.4,0.4,0,2.5
1735,1735,AR,New Blaine,53167,86.2,0,98.3,0,0,0,2.3
1736,1736,AR,New Edinburg,(X),89.4,0,85,13.4,0,0,5.5
1737,1737,AR,Newport,27838,77.5,34.9,67.3,28.9,0.5,0.5,2.6
1738,1738,AR,Nimmons,21250,59.5,36.2,98.6,0,0,0,0
1739,1739,AR,Norfork,35066,79.8,20.9,95.7,1,0.6,1,0.2
1740,1740,AR,Norman,25625,64.2,31.9,94.4,0,0.3,1.1,2.1
1741,1741,AR,Norphlet,35469,89.2,20.1,93.5,4,0.2,0,2.7
1742,1742,AR,North Crossett,36163,87.1,15.8,84.4,13,0.4,0.3,2.1
1743,1743,AR,North Little Rock,39591,87.9,26.1,54,39.7,0.4,0.9,5.7
1744,1744,AR,Oak Grove,36625,69.9,18.1,97.3,0,0.3,1.1,2.2
1745,1745,AR,Oak Grove Heights,52500,86.4,9.7,97.5,1,0.1,0.2,1.2
1746,1746,AR,Oakhaven,51875,91.5,0,96.8,0,0,3.2,0
1747,1747,AR,Oden,45750,95.8,17.5,96.1,0,1.3,0,0.4
1748,1748,AR,Ogden,51250,83.3,8.3,83.3,11.1,0.6,1.1,2.8
1749,1749,AR,Oil Trough,35625,93.8,25.1,98.1,0,0,0,0.8
1750,1750,AR,O'Kean,23056,75.3,34.5,94.3,0.5,2.6,0,0
1751,1751,AR,Okolona,35313,79.6,24.5,78.9,19.7,0,0,0.7
1752,1752,AR,Ola,(X),74.1,18.7,88.5,0.5,1.6,0.5,18
1753,1753,AR,Omaha,17125,78,61.6,92.3,0,0.6,0,1.8
1754,1754,AR,Oppelo,42500,88.6,17.1,96,0.6,1.2,0.3,3.7
1755,1755,AR,Osceola,29359,76.7,37.9,42.7,53.9,0.1,0.2,2.5
1756,1756,AR,Oxford,31250,75.5,26.6,96.1,0.1,1.9,0.7,0.4
1757,1757,AR,Ozan,24375,95,15.5,30.6,62.4,5.9,0,5.9
1758,1758,AR,Ozark,31555,78.4,31.1,95.3,0.7,0.9,0.4,3.1
1759,1759,AR,Palestine,35648,70.3,15.5,78.9,18.9,0.6,0.1,0.4
1760,1760,AR,Pangburn,33750,81.1,25.2,95.5,1.7,0.5,0,2.7
1761,1761,AR,Paragould,40340,84.1,17.5,95.6,0.8,0.5,0.3,2.8
1762,1762,AR,Paris,32647,78.3,22.7,93.4,2.4,0.6,0.7,2.3
1763,1763,AR,Parkdale,18333,65.9,53.3,29.2,67.1,0,0,4.3
1764,1764,AR,Parkin,18563,70.3,31,27.8,69.4,0.6,0,1.1
1765,1765,AR,Patmos,41250,95,29.3,92.2,0,0,0,6.3
1766,1766,AR,Patterson,31125,69.9,32.2,76.5,19.5,0.9,0,0
1767,1767,AR,Peach Orchard,26042,71.2,10.2,97.8,0,1.5,0,0.7
1768,1768,AR,Pea Ridge,55426,92.4,13.9,93.6,0.7,0.9,0.3,5.8
1769,1769,AR,Perla,27656,87.5,22.7,40.2,56.4,0,0.4,1.7
1770,1770,AR,Perry,39063,70.9,25.4,97.8,0.4,0.7,0,1.9
1771,1771,AR,Perrytown,35000,85.4,21.3,71.3,24.6,0,0.4,2.2
1772,1772,AR,Perryville,37137,85.8,14,96.9,0.2,0.5,0.1,1.7
1773,1773,AR,Piggott,28358,79.7,26.7,98,0.4,0.1,0.1,1.6
1774,1774,AR,Pindall,25000,80.9,28.6,99.1,0,0,0,0
1775,1775,AR,Pine Bluff,30719,84.8,32.1,21.8,75.6,0.2,0.6,1.5
1776,1776,AR,Pineville,28125,79.1,48.1,97.1,0,0,1.7,0.8
1777,1777,AR,Piney,27963,85.1,27.5,88.9,4.2,0.6,0.6,6.5
1778,1778,AR,Plainview,49821,72.3,6,98.4,0,1,0,1.3
1779,1779,AR,Pleasant Plains,32386,79.8,13.6,97.1,0,0,0.3,2.6
1780,1780,AR,Plumerville,37083,90.3,27.5,69.5,24.8,1,0,3.9
1781,1781,AR,Pocahontas,31765,87.8,22.9,95.6,1,0.5,0.3,2.4
1782,1782,AR,Pollard,35000,78.2,16.3,99.1,0,0,0,0.9
1783,1783,AR,Portia,24625,66.4,27.9,98.9,0,0,0,0.7
1784,1784,AR,Portland,29375,85.7,28.1,60.7,37,0,0.2,0.9
1785,1785,AR,Pottsville,45700,86.8,9.1,92.3,0.8,0.7,0.6,5.7
1786,1786,AR,Powhatan,29750,73.5,26.3,100,0,0,0,0
1787,1787,AR,Poyen,42750,88.4,17.6,94.8,1.4,0.3,0,4.8
1788,1788,AR,Prairie Creek,51522,87.7,10.1,95.1,0.5,1.3,1.3,2
1789,1789,AR,Prairie Grove,58177,92.9,10.1,91.8,0.8,2.9,0.7,4.5
1790,1790,AR,Prattsville,51806,89.5,25,99,0.3,0,0,0.7
1791,1791,AR,Prescott,26220,81,38.1,46.3,49.9,0.3,0.1,2.9
1792,1792,AR,Pyatt,33438,81.5,33.2,96.8,0,0.5,0,0.9
1793,1793,AR,Quitman,30341,79.5,21.6,97.4,0.3,0.3,0.1,1.3
1794,1794,AR,Ratcliff,38750,83.3,13.4,94.6,0.5,1.5,0,4
1795,1795,AR,Ravenden,27596,75.3,36.3,99.1,0,0.2,0,0.9
1796,1796,AR,Ravenden Springs,31025,54.4,15.2,99.2,0,0.8,0,0
1797,1797,AR,Reader,-,44.4,0,48.5,42.4,0,7.6,0
1798,1798,AR,Rector,33156,84.3,30,97.2,0.2,0.3,0.1,2.2
1799,1799,AR,Redfield,53393,87.9,18.3,91.7,4.8,0.1,0.5,1.8
1800,1800,AR,Reed,13750,44,43.8,6.4,88.7,0,0,5
1801,1801,AR,Reyno,23194,78.7,31.8,95.4,0.4,1.3,0,0.9
1802,1802,AR,Rison,23750,78.1,46.1,60.4,36.7,0.1,0.1,2
1803,1803,AR,Rockport,40605,83.7,17.6,95.4,3,0.5,0.3,0.5
1804,1804,AR,Rockwell,58882,94.5,3.9,92.2,3.6,0.4,0.8,2.6
1805,1805,AR,Roe,33125,80.7,36.4,87.7,8.8,0,0,2.6
1806,1806,AR,Rogers,52943,82.2,15.3,73.7,1.4,1,2.6,31.5
1807,1807,AR,Roland,31675,89.6,13.7,89.9,7.2,0.8,0.3,3.1
1808,1808,AR,Rondo,16250,59.9,52.5,27.3,70.7,0,0,0.5
1809,1809,AR,Rose Bud,62222,78.6,15.9,90,0,0.2,0.2,7.1
1810,1810,AR,Rosston,30000,89,35,36.8,62.5,0,0,0.4
1811,1811,AR,Rudy,36250,84.2,48.9,93.4,0,0,0,6.6
1812,1812,AR,Russell,29375,76.3,27.7,96.8,0,1.4,0,1.4
1813,1813,AR,Russellville,35541,81.3,26.2,83.2,5.5,0.7,1.6,11.7
1814,1814,AR,Rye,(X),65.1,0,92.5,0,0,0,6.8
1815,1815,AR,St. Charles,47500,77.5,2.7,97.8,0.4,0,0.4,0
1816,1816,AR,St. Francis,24167,85.9,42.2,94.8,0.8,1.2,0.4,1.2
1817,1817,AR,St. Joe,32813,76.6,37.1,93.2,0,6.8,0,4.5
1818,1818,AR,St. Paul,31750,72.3,18.9,99.1,0,0,0,0.9
1819,1819,AR,Salem,24330,77.8,29.1,96.5,0.3,0.6,0.3,1.4
1820,1820,AR,Salem,55495,93.4,7.4,97.7,0.7,0.2,0.2,1.7
1821,1821,AR,Salesville,38125,86.5,15.6,95.8,0,0.7,0,4.4
1822,1822,AR,Scott,-,100,0,51.4,41.7,0,0,6.9
1823,1823,AR,Scranton,32045,88.8,11.6,96,0,1.3,0.9,0
1824,1824,AR,Searcy,40561,89.7,19.8,86.8,7.5,0.5,1.3,4.6
1825,1825,AR,Sedgwick,44583,81.4,26.2,99.3,0,0,0,0
1826,1826,AR,Shannon Hills,54375,90.7,9.2,71.5,21.3,0.3,1.3,7.1
1827,1827,AR,Sheridan,45966,90.4,10.2,95,1.6,0.4,0.5,2.8
1828,1828,AR,Sherrill,23750,80.9,56,44,56,0,0,1.2
1829,1829,AR,Sherwood,58245,93.9,13,75.3,18.5,0.5,1.6,4
1830,1830,AR,Shirley,25313,88.1,33.3,96.9,0,0.3,0,1.7
1831,1831,AR,Sidney,31250,89.2,45.3,95.6,2.8,1.7,0,1.7
1832,1832,AR,Siloam Springs,43431,78.4,20.2,74.2,0.8,4.6,1.6,20.8
1833,1833,AR,Smackover,34524,88.2,17.1,71.5,25,0.4,0.1,1.2
1834,1834,AR,Smithville,46875,90.1,13.3,97.4,0,0,0,1.3
1835,1835,AR,South Lead Hill,41250,96.2,21.1,100,0,0,0,1
1836,1836,AR,Sparkman,26607,65.5,23.5,56.4,38.4,0,0,4.9
1837,1837,AR,Springdale,42319,71.7,23.3,64.7,1.8,1,2,35.4
1838,1838,AR,Springtown,30625,90.5,17.8,75.9,0,13.8,0,12.6
1839,1839,AR,Stamps,25848,83.1,30.2,41.1,56.8,0.4,0.1,1.7
1840,1840,AR,Star City,23958,81.4,31.7,75,22.4,0.7,0.2,0.9
1841,1841,AR,Staves,54375,83.1,0,97.4,0.9,0,0,0.9
1842,1842,AR,Stephens,32875,81.8,27.9,40.9,57.8,0.1,0,0.9
1843,1843,AR,Strawberry,39844,84.5,20.4,96.4,0,0,0.7,0.7
1844,1844,AR,Strong,19931,74.4,23,31.5,60.8,0.2,0.2,8.2
1845,1845,AR,Stuttgart,35349,82,22.5,58.7,36.5,0.2,0.7,3.5
1846,1846,AR,Subiaco,42500,87.5,27,86.7,3.5,0.9,7.9,0.9
1847,1847,AR,Success,25000,66.3,23.7,97.3,0,0,0,0
1848,1848,AR,Sulphur Rock,25114,84.3,32.5,95.8,1.8,0.7,0,0.4
1849,1849,AR,Sulphur Springs,23088,83.7,43,88.3,0.6,2.3,0.2,4.3
1850,1850,AR,Sulphur Springs,50250,90.1,12.5,89.7,6.3,0.8,0.8,1.4
1851,1851,AR,Summit,20357,70.9,36.1,93.5,0.2,1,0.5,2
1852,1852,AR,Sunset,16786,62.1,64.9,4,91.9,0,0,3
1853,1853,AR,Sweet Home,34615,81.1,15.5,23.7,69.7,0.9,0.8,2.6
1854,1854,AR,Swifton,27054,85,33.6,96.6,1,0.1,0,1.1
1855,1855,AR,Taylor,35000,76.2,23.5,95.6,3,0.5,0.2,1.2
1856,1856,AR,Texarkana,38292,85.1,22.1,62.4,33.2,0.6,0.6,2.8
1857,1857,AR,Thornton,39875,80.2,25.3,65.1,31,0.2,0.2,2.7
1858,1858,AR,Tillar,51000,79.5,34.3,84,12,0.9,0,3.1
1859,1859,AR,Tinsman,(X),71.9,27,90.7,7.4,1.9,0,0
1860,1860,AR,Tollette,27250,86.2,14.3,2.9,96.7,0.4,0,0
1861,1861,AR,Tontitown,71645,95.4,12.1,92.9,0.3,0.5,0.6,5.7
1862,1862,AR,Traskwood,48250,88.6,4.1,97.9,0.6,0,0,0
1863,1863,AR,Trumann,29303,77.2,26.4,90.3,6.7,0.4,0.3,2.7
1864,1864,AR,Tuckerman,36591,76.2,18.6,92.7,6.1,0.3,0,0.6
1865,1865,AR,Tull,46625,88.2,13.2,97.3,0.2,0.4,0.4,2.9
1866,1866,AR,Tumbling Shoals,56023,87,6,97.3,0.7,0.5,0.5,1.2
1867,1867,AR,Tupelo,35625,76.1,9,89.4,0,0,0,15.6
1868,1868,AR,Turrell,17353,65.2,35.6,14.5,85,0,0,0.3
1869,1869,AR,Twin Groves,31063,81.5,17.5,41.8,55.2,1.5,0,0.6
1870,1870,AR,Tyronza,36094,87.2,27.4,94.5,2.8,0,0,2.6
1871,1871,AR,Ulm,35417,92.2,39.3,93.5,5.3,0,0,1.8
1872,1872,AR,Valley Springs,41786,87.7,11.2,95.6,0.5,1.1,0,3.8
1873,1873,AR,Van Buren,39414,86,22.9,82.3,2.1,2.4,3.1,11.6
1874,1874,AR,Vandervoort,18750,67.6,58.8,98.9,0,1.1,0,1.1
1875,1875,AR,Victoria,(X),42.3,43.8,94.6,0,0,0,5.4
1876,1876,AR,Vilonia,66277,94.7,7.2,96.1,0.6,0.7,0.2,2.6
1877,1877,AR,Viola,38214,84.2,22.6,96.1,0.6,0,0,0.3
1878,1878,AR,Wabbaseka,19875,77,31.3,22.4,75.7,0.4,0,1.6
1879,1879,AR,Waldenburg,(X),62.8,0,98.4,1.6,0,0,0
1880,1880,AR,Waldo,18505,75.7,35.6,30.6,67.2,0.1,0.1,1.2
1881,1881,AR,Waldron,27130,71.5,30.5,85,0.4,1,2.6,15.5
1882,1882,AR,Walnut Ridge,34567,85.3,19.8,96.6,1.9,0.4,0.2,1
1883,1883,AR,Ward,46655,81.1,11.4,94,1.1,1.2,0.6,3.1
1884,1884,AR,Warren,28938,75.8,30.8,45.3,40.9,0.3,0.3,15
1885,1885,AR,Washington,36875,85.9,35.7,52.2,43.3,0,0.6,2.2
1886,1886,AR,Watson,21250,71.7,19.6,68.2,29.9,0,0,1.4
1887,1887,AR,Weiner,40500,81.8,10.9,94.1,1.8,0.7,0.3,2.7
1888,1888,AR,Weldon,25625,67.9,20.8,96,1.3,0,0,1.3
1889,1889,AR,West Crossett,42788,82.2,7.7,63.4,33.4,0,0,2.2
1890,1890,AR,Western Grove,38750,82.2,10.6,95.8,0,1,0,2.6
1891,1891,AR,West Fork,44006,88.2,7.6,94.4,0.1,1.2,0.5,3.3
